Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Transect,Length,Debris_Type,Diameter,Decay_Class,Comments,Certified,Verified
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,4,20,Tree Fern,12.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,8,FALSE,6,20,Wood,12,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,1,FALSE,4,20,Wood,32.4,4,At T2 Intersection,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,2,50,Wood,9,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,37,FALSE,6,20,Wood,11.5,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,6,FALSE,2,,Wood,17.3,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,9,FALSE,4,20,Wood,9.7,2,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,40,FALSE,2,50,Wood,8.1,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,2,50,Wood,7.9,5,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,4,20,Wood,70,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,40,FALSE,2,50,Wood,9.5,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,33,FALSE,4,20,Wood,23,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,2,,Wood,11,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,10,FALSE,2,50,Wood,9.9,4,"MELMUL <1.5m from ground, has live growth",TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,11,FALSE,4,20,Wood,8.3,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,2,50,Wood,14,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,5,FALSE,6,20,Tree Fern,22.3,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,8,FALSE,2,50,Tree Fern,31,3,DBH Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,4,20,Wood,9,4,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,2,50,Wood,11.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,36,FALSE,2,50,Wood,20.5,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,2,50,Wood,9,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,2,50,Wood,13.6,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,42,FALSE,2,50,Wood,58,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,2,,Wood,7.7,2,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,6,20,Wood,35,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,16,FALSE,6,20,Wood,15,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,6,FALSE,2,50,Tree Fern,18.4,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,6,20,Wood,13.6,5,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,4,,Wood,13,5,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,4,FALSE,6,20,Wood,9.5,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,30,FALSE,6,20,Wood,23,3,linear,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,10,FALSE,4,,Tree Fern,21.6,3,Linear Estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,34,FALSE,6,20,Wood,37.9,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,2,50,Wood,18.7,2,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,10,FALSE,2,50,Tree Fern,40,5,"recorder was uncertain if it was a tree fernor wood, decay class originally 4, diameter estimated",TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,2,50,Wood,9.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,55,FALSE,6,,Tree Fern,8.9,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,6,20,Wood,14,5,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,2,50,Wood,52.4,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,50,FALSE,4,,Wood,13.4,5,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,2,50,Wood,24,5,linear estimate,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,14,FALSE,2,50,Wood,13.1,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,2,,Tree Fern,7.7,3,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,45,FALSE,2,50,Wood,8.8,1,dph,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,6,,Wood,12.9,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,48,FALSE,2,,Tree Fern,22.1,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,6,,Wood,18.1,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,33,FALSE,6,20,Wood,14,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,6,20,Wood,24.5,4,Linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,4,20,Wood,29.4,2,CASEQU,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,2,50,Wood,13.2,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,52,FALSE,2,,Wood,9,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,6,20,Wood,16,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,2,,Wood,8.6,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,11,FALSE,2,50,Wood,20,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,2,50,Wood,19.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,2,50,Wood,27,5,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,6,20,Wood,9,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Wood,8.7,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,2,50,Tree Fern,22,3,Linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,7,FALSE,6,20,Wood,11.7,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,6,FALSE,6,20,Wood,14,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,10,FALSE,2,,Wood,11,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,25,FALSE,2,50,Wood,13.5,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,36,FALSE,4,20,Tree Fern,14,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,2,,Wood,9.6,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,6,FALSE,6,20,Wood,8.5,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2023,3,Fixed,14,FALSE,4,,Wood,10.1,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,5,FALSE,2,50,Wood,11,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,6,20,Wood,9.4,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,4,,Wood,15.8,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,1,FALSE,2,50,Wood,8.6,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,6,20,Wood,7.8,4,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,9,FALSE,4,20,Tree Fern,7.9,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,2,FALSE,2,50,Wood,8.6,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,8,FALSE,4,,Tree Fern,8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,13,FALSE,4,20,Wood,18,4,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,5,FALSE,2,50,Wood,24,2,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,2,50,Wood,29,3,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,2,50,Wood,9,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,7,FALSE,6,20,Wood,9.3,3,linear estimate,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,39,FALSE,6,20,Wood,9.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,6,20,Wood,12.4,2,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,6,FALSE,6,20,Wood,11.3,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,2,50,Tree Fern,30,1,Linear Estimate,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,38,FALSE,4,20,Wood,12,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,2,,Wood,12.3,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,6,FALSE,2,50,Wood,8,5,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,13,FALSE,2,50,Wood,10.9,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,24,FALSE,6,20,Wood,13,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,1,FALSE,2,,Wood,38.1,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,8,FALSE,6,20,Wood,10,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,18,FALSE,2,50,Wood,12,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,10,FALSE,4,,Wood,8.5,2,OE,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,2,,Wood,15.4,2,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Rotational,18,FALSE,4,10,Wood,12.3,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,50,FALSE,4,,Wood,14,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,6,FALSE,2,50,Tree Fern,17.5,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,4,FALSE,2,50,Tree Fern,12.1,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,41,FALSE,2,50,Tree Fern,14,3,Linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,2,,Wood,14,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,2,50,Wood,28,5,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,15,FALSE,2,50,Tree Fern,33,5,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,11,FALSE,2,50,Wood,10,2,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,6,FALSE,2,50,Wood,10.2,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,6,20,Wood,7.7,3,linear estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,27,FALSE,2,50,Wood,13,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,36,FALSE,6,20,Tree Fern,7.7,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,1,FALSE,4,20,Tree Fern,19,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,56,FALSE,6,,Wood,12.5,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,2,50,Tree Fern,18,1,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,2,,Tree Fern,27,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,2,FALSE,4,,Wood,8,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,6,,Wood,12.9,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,6,FALSE,2,50,Wood,9.9,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,2,50,Wood,31,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,2,50,Wood,14.3,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,6,FALSE,2,50,Wood,30,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,6,20,Wood,14.2,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,11,FALSE,6,20,Wood,8,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,2,,Wood,9.2,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2013,1,Rotational,19,FALSE,6,20,Wood,9.6,2,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,60,FALSE,2,,Wood,16.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,36,FALSE,4,20,Wood,11,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,2,,Wood,11.3,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,4,20,Wood,37.7,2,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,40,FALSE,2,50,Wood,13.9,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,54,FALSE,2,,Tree Fern,18.1,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,9,FALSE,2,50,Wood,40,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,6,20,Wood,8.6,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,4,,Wood,12,1,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,4,20,Wood,9.1,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,3,FALSE,2,,Tree Fern,14.8,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2023,3,Fixed,14,FALSE,2,,Wood,9.5,3,LE,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,6,20,Tree Fern,10,3,Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,6,20,Wood,8.1,5,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,29,FALSE,2,50,Wood,28,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,42,FALSE,6,20,Tree Fern,24,3,possibly alive,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,2,50,Wood,9,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,4,20,Wood,84,3,Linear Estimate,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,40,FALSE,4,20,Wood,15.5,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,6,,Wood,7.7,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,6,,Wood,12.3,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,46,FALSE,6,,Tree Fern,8.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,59,FALSE,2,,Wood,19.5,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,2,50,Tree Fern,22,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,2,50,Wood,11,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,40,FALSE,6,20,Wood,15,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,58,FALSE,6,,Tree Fern,33.3,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,2,50,Wood,60,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Tree Fern,21.8,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,40,FALSE,2,50,Tree Fern,26,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,6,20,Wood,15.9,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,4,20,Wood,20,5,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,1,FALSE,6,20,Wood,8.5,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,2,50,Wood,15.5,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,52,FALSE,2,,Wood,12.8,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,5,FALSE,6,20,Tree Fern,18.1,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,19.7,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,15,FALSE,2,,Wood,11.4,1,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,13,FALSE,2,50,Wood,9,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,5,FALSE,2,50,Wood,8.8,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,20,FALSE,2,50,Wood,10.8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,5,FALSE,2,50,Tree Fern,10,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,2,50,Wood,9,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,17,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,2,,Wood,10.4,1,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,2,50,Wood,26,5,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,57,FALSE,6,,Tree Fern,12.3,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,4,,Wood,8.9,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,11,FALSE,4,20,Wood,7.9,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,6,20,Wood,8.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,14,FALSE,2,,Wood,15.8,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,59,FALSE,2,,Wood,54.5,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,4,20,Wood,8.5,5,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,42,FALSE,2,50,Tree Fern,30,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,4,20,Wood,20,3,unknown wood / tree fern,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,6,20,Wood,56.2,2,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,35,FALSE,6,20,Tree Fern,9,3,linear estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,8,FALSE,2,50,Wood,28,3,L.E. nurse log,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,2,50,Wood,8.4,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,57,FALSE,2,,Wood,10.6,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,31,FALSE,2,50,Tree Fern,33.5,3,Linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,21,FALSE,2,50,Tree Fern,38,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,6,,Tree Fern,26,3,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2017,2,Fixed,5,FALSE,6,10,Wood,21,4,driftwood,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,6,FALSE,4,20,Wood,15,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,2,50,Wood,33,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,6,,Wood,11.2,4,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,9,FALSE,2,50,Wood,25,4,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,5,FALSE,4,20,Wood,12,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,FALSE,4,20,Tree Fern,21,3,linear est,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,6,20,Wood,53.6,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,5,FALSE,6,,Wood,16,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,6,FALSE,2,50,Wood,9.2,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,26,FALSE,2,50,Wood,16,4,,TRUE,TRUE
